Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
Adrien Truffert,fr FRA,DF,Bournemouth,eng Premier League,24.0,2001.0,30,30,2659,29.5,0,2,2,0,0,0,3,0,0.07,2521,fr FRA,DF,eng Premier League,24-117,2001.0,29.5,0,11,1,9.1,0.37,0.03,0.0,0.0,0,0,3177,fr FRA,DF,eng Premier League,24-117,2001.0,30,2659,89,98.5,29.5,30,89.0,28,0,,0,1.37,44,43,1,0.03,6.62,2521,fr FRA,DF,eng Premier League,24-117,2001.0,29.5,3,0,0,31,23,0,122,38,43,0
Axel Tuanzebe,cd COD,DF,Burnley,eng Premier League,28.0,1997.0,11,11,931,10.3,1,0,1,1,0,0,1,0,0.1,2525,cd COD,DF,eng Premier League,28-123,1997.0,10.3,1,2,1,50.0,0.19,0.1,0.5,1.0,0,0,3182,cd COD,DF,eng Premier League,28-123,1997.0,11,931,85,34.5,10.3,11,85.0,9,0,,0,0.73,13,22,-9,-0.87,-0.01,2525,cd COD,DF,eng Premier League,28-123,1997.0,10.3,1,0,0,10,2,1,1,9,6,1
Stefanos Tzimas,gr GRE,FW,Brighton,eng Premier League,20.0,2006.0,9,1,139,1.5,1,1,2,1,0,0,0,0,1.29,2529,gr GRE,FW,eng Premier League,20-070,2006.0,1.5,1,4,1,25.0,2.59,0.65,0.25,1.0,0,0,3188,gr GRE,FW,eng Premier League,20-070,2006.0,9,139,15,5.1,1.5,1,23.0,0,8,15.0,2,1.56,7,2,5,3.24,3.31,2529,gr GRE,FW,eng Premier League,20-070,2006.0,1.5,0,0,0,4,1,1,1,0,1,0
Christantus Uche,ng NGA,FW,Crystal Palace,eng Premier League,22.0,2003.0,14,0,173,1.9,0,0,0,0,0,0,0,0,0.0,2530,ng NGA,FW,eng Premier League,22-302,2003.0,1.9,0,6,2,33.3,3.12,1.04,0.0,0.0,0,0,3189,ng NGA,FW,eng Premier League,22-302,2003.0,14,173,12,6.4,1.9,0,,0,14,12.0,11,0.64,3,4,-1,-0.52,-0.48,2530,ng NGA,FW,eng Premier League,22-302,2003.0,1.9,0,0,0,4,7,3,6,0,1,0
Manuel Ugarte,uy URU,MF,Manchester Utd,eng Premier League,24.0,2001.0,20,7,788,8.8,0,0,0,0,0,0,1,0,0.0,2534,uy URU,MF,eng Premier League,24-340,2001.0,8.8,0,11,1,9.1,1.26,0.11,0.0,0.0,0,0,3193,uy URU,MF,eng Premier League,24-340,2001.0,20,788,39,29.2,8.8,7,79.0,2,13,18.0,10,1.65,11,21,-10,-1.14,-2.22,2534,uy URU,MF,eng Premier League,24-340,2001.0,8.8,1,0,0,21,12,0,0,17,27,0
Lesley Ugochukwu,fr FRA,MF,Burnley,eng Premier League,21.0,2004.0,29,22,1900,21.1,3,1,4,3,0,0,3,1,0.19,2535,fr FRA,MF,eng Premier League,21-356,2004.0,21.1,3,20,7,35.0,0.95,0.33,0.15,0.43,0,0,3195,fr FRA,MF,eng Premier League,21-356,2004.0,29,1900,66,70.4,21.1,22,79.0,5,7,23.0,0,0.66,23,40,-17,-0.81,0.21,2535,fr FRA,MF,eng Premier League,21-356,2004.0,21.1,3,1,1,25,26,1,5,14,25,0
Enes Ünal,tr TUR,FW,Bournemouth,eng Premier League,28.0,1997.0,17,0,186,2.1,1,0,1,1,0,0,1,0,0.48,2539,tr TUR,FW,eng Premier League,28-311,1997.0,2.1,1,12,2,16.7,5.81,0.97,0.08,0.5,0,0,3199,tr TUR,FW,eng Premier League,28-311,1997.0,17,186,11,6.9,2.1,0,,0,17,11.0,2,1.41,8,2,6,2.9,3.19,2539,tr TUR,FW,eng Premier League,28-311,1997.0,2.1,1,0,0,6,4,1,2,0,1,0
Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,34.0,1991.0,30,30,2700,30.0,3,0,3,3,0,0,4,0,0.1,2558,nl NED,DF,eng Premier League,34-252,1991.0,30.0,3,22,10,45.5,0.73,0.33,0.14,0.3,0,0,3221,nl NED,DF,eng Premier League,34-252,1991.0,30,2700,90,100.0,30.0,30,90.0,30,0,,0,1.63,49,40,9,0.3,,2558,nl NED,DF,eng Premier League,34-252,1991.0,30.0,4,0,0,13,15,1,1,16,13,0
Joël Veltman,nl NED,DF,Brighton,eng Premier League,34.0,1992.0,18,8,849,9.4,1,0,1,1,0,0,4,0,0.11,2581,nl NED,DF,eng Premier League,34-061,1992.0,9.4,1,3,1,33.3,0.32,0.11,0.33,1.0,0,0,3246,nl NED,DF,eng Premier League,34-061,1992.0,18,849,47,31.4,9.4,8,86.0,7,10,17.0,7,1.67,13,11,2,0.21,0.16,2581,nl NED,DF,eng Premier League,34-061,1992.0,9.4,4,0,0,9,19,2,11,18,17,0
Micky van de Ven,nl NED,DF,Tottenham Hotspur,eng Premier League,24.0,2001.0,27,27,2366,26.3,4,1,5,4,0,0,7,1,0.19,2582,nl NED,DF,eng Premier League,24-332,2001.0,26.3,4,15,6,40.0,0.57,0.23,0.27,0.67,0,0,3247,nl NED,DF,eng Premier League,24-332,2001.0,27,2366,88,87.6,26.3,27,88.0,25,0,,1,1.0,35,39,-4,-0.15,0.66,2582,nl NED,DF,eng Premier League,24-332,2001.0,26.3,7,1,0,21,16,1,2,20,16,0
Rayan Vitor,br BRA,MF,Bournemouth,eng Premier League,19.0,2006.0,7,6,537,6.0,2,1,3,2,0,0,1,0,0.5,2606,br BRA,MF,eng Premier League,19-226,2006.0,6.0,2,12,3,25.0,2.01,0.5,0.17,0.67,0,0,3280,br BRA,MF,eng Premier League,19-226,2006.0,7,537,77,19.9,6.0,6,86.0,2,1,23.0,0,1.57,5,3,2,0.34,0.5,2606,br BRA,MF,eng Premier League,19-226,2006.0,6.0,1,0,0,3,4,0,15,1,2,0
Kyle Walker-Peters,eng ENG,DF,West Ham United,eng Premier League,28.0,1997.0,18,10,959,10.7,1,0,1,1,0,0,2,0,0.09,2624,eng ENG,DF,eng Premier League,28-338,1997.0,10.7,1,5,3,60.0,0.47,0.28,0.2,0.33,0,0,3300,eng ENG,DF,eng Premier League,28-338,1997.0,18,959,53,35.5,10.7,10,85.0,8,8,14.0,12,0.89,11,22,-11,-1.03,-0.62,2624,eng ENG,DF,eng Premier League,28-338,1997.0,10.7,2,0,0,9,18,1,9,7,23,0
James Ward-Prowse,eng ENG,MF,West Ham United,eng Premier League,31.0,1994.0,5,5,413,4.6,0,0,0,0,0,0,0,0,0.0,2627,eng ENG,MF,eng Premier League,31-136,1994.0,4.6,0,2,0,0.0,0.44,0.0,0.0,,0,0,3304,eng ENG,MF,eng Premier League,31-136,1994.0,5,413,83,15.3,4.6,5,83.0,2,0,,1,0.6,2,11,-9,-1.96,-1.57,2627,eng ENG,MF,eng Premier League,31-136,1994.0,4.6,0,0,0,4,2,0,22,6,2,0
James Ward-Prowse,eng ENG,MF,Burnley,eng Premier League,31.0,1994.0,5,2,240,2.7,0,1,1,0,0,0,0,0,0.37,2628,eng ENG,MF,eng Premier League,31-136,1994.0,2.7,0,0,0,,0.0,0.0,,,0,0,3305,eng ENG,MF,eng Premier League,31-136,1994.0,5,240,48,8.9,2.7,2,82.0,1,3,25.0,1,1.0,4,4,0,0.0,0.95,2628,eng ENG,MF,eng Premier League,31-136,1994.0,2.7,0,0,0,2,4,0,22,3,2,0
Ollie Watkins,eng ENG,FW,Aston Villa,eng Premier League,30.0,1995.0,29,26,2207,24.5,8,1,9,8,0,0,3,0,0.37,2629,eng ENG,FW,eng Premier League,30-077,1995.0,24.5,8,57,25,43.9,2.32,1.02,0.14,0.32,0,0,3306,eng ENG,FW,eng Premier League,30-077,1995.0,29,2207,76,81.7,24.5,26,81.0,10,3,33.0,0,1.76,33,30,3,0.12,0.12,2629,eng ENG,FW,eng Premier League,30-077,1995.0,24.5,3,0,0,28,26,18,5,5,11,0
Tom Watson,eng ENG,MF,Brighton,eng Premier League,19.0,2006.0,6,0,62,0.7,0,0,0,0,0,0,1,0,0.0,2630,eng ENG,MF,eng Premier League,19-343,2006.0,0.7,0,1,1,100.0,1.45,1.45,0.0,0.0,0,0,3307,eng ENG,MF,eng Premier League,19-343,2006.0,6,62,10,2.3,0.7,0,,0,6,10.0,5,1.33,2,2,0,0.0,-0.1,2630,eng ENG,MF,eng Premier League,19-343,2006.0,0.7,1,0,0,3,0,0,0,0,1,0
Danny Welbeck,eng ENG,FW,Brighton,eng Premier League,35.0,1990.0,29,19,1744,19.4,10,0,10,9,1,3,4,0,0.46,2634,eng ENG,FW,eng Premier League,35-111,1990.0,19.4,10,40,18,45.0,2.06,0.93,0.23,0.5,1,3,3312,eng ENG,FW,eng Premier League,35-111,1990.0,29,1744,60,64.6,19.4,19,82.0,7,10,19.0,0,1.34,25,21,4,0.21,0.3,2634,eng ENG,FW,eng Premier League,35-111,1990.0,19.4,4,0,0,23,7,4,3,7,11,0
Adam Wharton,eng ENG,MF,Crystal Palace,eng Premier League,22.0,2004.0,27,26,2163,24.0,0,5,5,0,0,0,6,1,0.21,2638,eng ENG,MF,eng Premier League,22-039,2004.0,24.0,0,26,4,15.4,1.08,0.17,0.0,0.0,0,0,3317,eng ENG,MF,eng Premier League,22-039,2004.0,27,2163,80,80.1,24.0,26,82.0,12,1,31.0,0,1.26,26,33,-7,-0.29,-1.13,2638,eng ENG,MF,eng Premier League,22-039,2004.0,24.0,6,1,1,29,26,0,74,22,33,0
Ben White,eng ENG,DF,Arsenal,eng Premier League,28.0,1997.0,7,5,411,4.6,0,1,1,0,0,0,0,0,0.22,2639,eng ENG,DF,eng Premier League,28-160,1997.0,4.6,0,4,1,25.0,0.88,0.22,0.0,0.0,0,0,3318,eng ENG,DF,eng Premier League,28-160,1997.0,7,411,59,14.7,4.6,5,74.0,3,2,21.0,17,1.86,5,4,1,0.22,-1.22,2639,eng ENG,DF,eng Premier League,28-160,1997.0,4.6,0,0,0,5,4,2,13,3,7,0
Mats Wieffer,nl NED,DF,Brighton,eng Premier League,26.0,1999.0,20,17,1481,16.5,0,3,3,0,0,0,6,0,0.18,2641,nl NED,DF,eng Premier League,26-121,1999.0,16.5,0,14,4,28.6,0.85,0.24,0.0,0.0,0,0,3321,nl NED,DF,eng Premier League,26-121,1999.0,20,1481,74,54.9,16.5,17,82.0,10,3,29.0,0,1.5,24,19,5,0.3,0.45,2641,nl NED,DF,eng Premier League,26-121,1999.0,16.5,6,0,0,25,16,2,9,23,36,0
Neco Williams,wls WAL,DF,Nottingham Forest,eng Premier League,24.0,2001.0,29,29,2528,28.1,1,1,2,1,0,0,5,1,0.07,2643,wls WAL,DF,eng Premier League,24-338,2001.0,28.1,1,33,13,39.4,1.17,0.46,0.03,0.08,0,0,3324,wls WAL,DF,eng Premier League,24-338,2001.0,29,2528,87,93.6,28.1,29,87.0,26,0,,0,1.0,27,39,-12,-0.43,1.14,2643,wls WAL,DF,eng Premier League,24-338,2001.0,28.1,5,1,0,22,46,3,101,32,49,0
Joe Willock,eng ENG,MF,Newcastle United,eng Premier League,26.0,1999.0,19,7,677,7.5,0,1,1,0,0,0,3,0,0.13,2646,eng ENG,MF,eng Premier League,26-209,1999.0,7.5,0,10,3,30.0,1.33,0.4,0.0,0.0,0,0,3327,eng ENG,MF,eng Premier League,26-209,1999.0,19,677,36,25.1,7.5,7,66.0,0,12,18.0,10,1.53,10,12,-2,-0.27,-0.35,2646,eng ENG,MF,eng Premier League,26-209,1999.0,7.5,3,0,0,15,8,1,11,4,15,0
Harry Wilson,wls WAL,MF,Fulham,eng Premier League,28.0,1997.0,28,26,2173,24.1,9,6,15,9,0,0,6,0,0.62,2648,wls WAL,MF,eng Premier League,28-360,1997.0,24.1,9,60,22,36.7,2.49,0.91,0.15,0.41,0,0,3329,wls WAL,MF,eng Premier League,28-360,1997.0,28,2173,78,80.5,24.1,26,81.0,6,2,30.0,0,1.46,36,31,5,0.21,1.57,2648,wls WAL,MF,eng Premier League,28-360,1997.0,24.1,6,0,0,11,30,9,91,14,14,0
Ben Winterburn,eng ENG,MF,Bournemouth,eng Premier League,21.0,2004.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,2651,eng ENG,MF,eng Premier League,21-194,2004.0,0.1,0,0,0,,0.0,0.0,,,0,0,3333,eng ENG,MF,eng Premier League,21-194,2004.0,1,7,7,0.3,0.1,0,,0,1,7.0,0,0.0,0,2,-2,-25.71,-25.71,2651,eng ENG,MF,eng Premier League,21-194,2004.0,0.1,0,0,0,0,0,0,0,0,0,0
Florian Wirtz,de GER,MF,Liverpool,eng Premier League,22.0,2003.0,26,22,1914,21.3,4,2,6,4,0,0,1,0,0.28,2652,de GER,MF,eng Premier League,22-318,2003.0,21.3,4,41,15,36.6,1.93,0.71,0.1,0.27,0,0,3334,de GER,MF,eng Premier League,22-318,2003.0,26,1914,74,70.9,21.3,22,82.0,6,4,30.0,0,1.65,28,23,5,0.24,-0.22,2652,de GER,MF,eng Premier League,22-318,2003.0,21.3,1,0,0,19,17,2,29,9,23,0
Yoane Wissa,cd COD,FW,Newcastle United,eng Premier League,29.0,1996.0,12,4,429,4.8,1,0,1,1,0,0,1,0,0.21,2653,cd COD,FW,eng Premier League,29-195,1996.0,4.8,1,11,5,45.5,2.31,1.05,0.09,0.2,0,0,3335,cd COD,FW,eng Premier League,29-195,1996.0,12,429,36,15.9,4.8,4,70.0,0,8,19.0,3,1.17,8,8,0,0.0,0.0,2653,cd COD,FW,eng Premier League,29-195,1996.0,4.8,1,0,0,4,1,4,1,0,2,0
Chris Wood,nz NZL,FW,Nottingham Forest,eng Premier League,34.0,1991.0,8,7,540,6.0,2,0,2,2,0,0,0,0,0.33,2659,nz NZL,FW,eng Premier League,34-100,1991.0,6.0,2,16,6,37.5,2.67,1.0,0.13,0.33,0,0,3342,nz NZL,FW,eng Premier League,34-100,1991.0,8,540,68,20.0,6.0,7,75.0,0,1,17.0,0,0.63,5,8,-3,-0.5,0.0,2659,nz NZL,FW,eng Premier League,34-100,1991.0,6.0,0,0,0,5,4,3,1,0,1,0
Joe Worrall,eng ENG,DF,Burnley,eng Premier League,29.0,1997.0,11,5,500,5.6,0,0,0,0,0,0,0,0,0.0,2661,eng ENG,DF,eng Premier League,29-066,1997.0,5.6,0,1,0,0.0,0.18,0.0,0.0,,0,0,3345,eng ENG,DF,eng Premier League,29-066,1997.0,11,500,45,18.5,5.6,5,83.0,4,6,14.0,7,0.82,10,11,-1,-0.18,0.84,2661,eng ENG,DF,eng Premier League,29-066,1997.0,5.6,0,0,0,4,1,0,0,6,2,0
Granit Xhaka,ch SUI,MF,Sunderland,eng Premier League,33.0,1992.0,26,24,2184,24.3,1,5,6,1,0,0,5,0,0.25,2663,ch SUI,MF,eng Premier League,33-171,1992.0,24.3,1,12,5,41.7,0.49,0.21,0.08,0.2,0,0,3348,ch SUI,MF,eng Premier League,33-171,1992.0,26,2184,84,80.9,24.3,24,89.0,22,2,29.0,0,1.42,26,26,0,0.0,0.87,2663,ch SUI,MF,eng Premier League,33-171,1992.0,24.3,5,0,0,16,30,0,71,21,23,0
Yehor Yarmoliuk,ua UKR,MF,Brentford,eng Premier League,22.0,2004.0,30,23,2043,22.7,1,2,3,1,0,0,7,0,0.13,2667,ua UKR,MF,eng Premier League,22-016,2004.0,22.7,1,15,4,26.7,0.66,0.18,0.07,0.25,0,0,3352,ua UKR,MF,eng Premier League,22-016,2004.0,30,2043,68,75.7,22.7,23,81.0,10,7,26.0,0,1.5,34,34,0,0.0,-0.55,2667,ua UKR,MF,eng Premier League,22-016,2004.0,22.7,7,0,0,34,9,1,23,25,34,0
Ryan Yates,eng ENG,MF,Nottingham Forest,eng Premier League,28.0,1997.0,15,1,394,4.4,0,1,1,0,0,0,1,0,0.23,2669,eng ENG,MF,eng Premier League,28-116,1997.0,4.4,0,5,1,20.0,1.14,0.23,0.0,0.0,0,0,3354,eng ENG,MF,eng Premier League,28-116,1997.0,15,394,26,14.6,4.4,1,63.0,0,14,24.0,9,1.13,6,5,1,0.23,0.85,2669,eng ENG,MF,eng Premier League,28-116,1997.0,4.4,1,0,0,8,9,0,3,6,5,0
Leny Yoro,fr FRA,DF,Manchester Utd,eng Premier League,20.0,2005.0,27,16,1525,16.9,0,0,0,0,0,0,1,0,0.0,2674,fr FRA,DF,eng Premier League,20-124,2005.0,16.9,0,6,2,33.3,0.35,0.12,0.0,0.0,0,0,3359,fr FRA,DF,eng Premier League,20-124,2005.0,27,1525,56,56.5,16.9,16,80.0,7,11,22.0,3,1.67,25,28,-3,-0.18,-1.4,2674,fr FRA,DF,eng Premier League,20-124,2005.0,16.9,1,0,0,14,3,2,3,23,18,0
Oleksandr Zinchenko,ua UKR,DF,Nottingham Forest,eng Premier League,29.0,1996.0,5,4,353,3.9,0,0,0,0,0,0,0,0,0.0,2705,ua UKR,DF,eng Premier League,29-092,1996.0,3.9,0,4,2,50.0,1.02,0.51,0.0,0.0,0,0,3398,ua UKR,DF,eng Premier League,29-092,1996.0,5,353,71,13.1,3.9,4,86.0,3,1,10.0,3,0.2,1,6,-5,-1.27,-0.89,2705,ua UKR,DF,eng Premier League,29-092,1996.0,3.9,0,0,0,1,2,1,18,2,6,0
Martín Zubimendi,es ESP,MF,Arsenal,eng Premier League,27.0,1999.0,31,30,2596,28.8,5,1,6,5,0,0,4,0,0.21,2714,es ESP,MF,eng Premier League,27-043,1999.0,28.8,5,26,9,34.6,0.9,0.31,0.19,0.56,0,0,3409,es ESP,MF,eng Premier League,27-043,1999.0,31,2596,84,93.0,28.8,30,85.0,21,1,61.0,0,2.26,52,20,32,1.11,-2.14,2714,es ESP,MF,eng Premier League,27-043,1999.0,28.8,4,0,0,27,10,0,12,35,31,0
Martin Ødegaard,no NOR,MF,Arsenal,eng Premier League,27.0,1998.0,20,13,1076,12.0,1,5,6,1,0,0,0,0,0.5,2715,no NOR,MF,eng Premier League,27-090,1998.0,12.0,1,20,7,35.0,1.67,0.59,0.05,0.14,0,0,3410,no NOR,MF,eng Premier League,27-090,1998.0,20,1076,54,38.6,12.0,13,68.0,5,7,27.0,0,2.15,25,11,14,1.17,-0.14,2715,no NOR,MF,eng Premier League,27-090,1998.0,12.0,0,0,0,7,7,2,20,7,7,0
